company_location,company_name,description,short_description,title
Thành phố Hồ Chí Minh,ELCA Việt Nam,"In this role. We are the ticketing solution provider of the top 3 greatest world sports tournament. We are looking for smart, collaborative, enthusiastic and well-organized professionals who are willing to take an active part in a sustainable, long-term product venture with a start-up mindset. Help customers to use our ticketing product in the most efficient way by delivery diverse technical services requests according the standard service catalog: product configurations, online shop CSS customization, public web services activation, seat map edition, report creation, marketing campaign setup …. Analyze technical service requests from English/French speaking customers. Provide estimation and propose alternative solution if needed. Process the requests according to agreed solution and handle change requests. Ensure the deliveries are on quality, on time. Have high speed interaction with Onboarding team across Europe. Have high speed interaction with Product team in Switzerland and Vietnam. Participate in special technical projects upon request. Work closely with Services Manager to maintain service deliveries and quality. About your profile. Bachelor’s degree in Computer Science, Telecommunication or related. pen for fresher up to 2 year experience working in IT industries. Knowledge in HTML/CSS, Javascript, SQL. Strong time management skills, able to identify and prioritize urgent/critical requests. Good at logical and critical thinking to propose accurate solution to customers. Strong communication and presentation skills. Has a strong customer oriented mindset. Proficient in English is required; knowing French is a strong plus. Experience with software testing, working in product’s company is a plus","Experience with. testing, working in product’s company is a plus. We are looking for smart, collaborative, enthusiastic and well-organized professionals…",Data Engineer
Thành phố Hồ Chí Minh,Grove,"Company Description. About KMS. Established in 2009, KMS Technology started as a U.S.-based engineering and software services company with development centers in Vietnam. Over 12 years of operation, the company has been trusted by international clients for the superior quality of Vietnamese engineers' products and expertise. Besides providing services, KMS builds and successfully launches its own software companies through its internal startup incubator, KMS Labs. The most notable companies with millions of users worldwide include QASymphony, Kobiton, Katalon, and Grove. About Grove. Grove HR is an all-in-one HR platform that helps small and medium businesses digitize their Core HR so that they create attractive Digital Employee Experiences. Started in Vietnam, Grove is proudly powering HR at 14,600+ SMBs in more than 10 countries and become one of the world’s favorite HR software. We’re equipping companies across the globe with the right HR Technology to build engaging and personalized journeys for their employees. Eventually, our mission is to make work. inspiring and fulfilling. at scale. At Grove, we believe that being an. employee-centric. company is the key to sustainable success. We constantly innovate our working environment as a long-term commitment. By bringing talented individuals working together in a dynamic environment that enables changes and innovations, we believe success will happen. . Acknowledgement of Covid-19 pandemic. All KMSers will need to working from home to ensure safety. New member will get designated supports. Working devices will be delivered at door upon the new member's joining date. nboarding will be organized virtually by both the HR personnel and the new team. The HR personnel will be available for any support needs of the new member. Job Description. Your key responsibilities. Develop, maintain and execute manual test cases for major projects, maintenance, and emergency releases. Identify, analyze and report test results. Report, track, and monitor defects in the defect tracking system. Investigate defect reports from production support and isolate their causes. Prepare & maintain testing documentation. Work closely with the product team to clarify the requirements. Work closely with the development team to design testing strategies. Work on the interpretation of quality assurance issues and problems for technical and non-technical users. Qualifications. Skills/knowledge you need to be successful. General. 4th year/ new graduate students majoring in Computer Science/ Software Engineering/ related fields. Be READY to work full-time. Has an interest in testing. Required technical skills. Have a good knowledge of manual testing techniques. Have a good knowledge of Software Development Life Cycle + Software Test Life Cycle. Knowledge of data structure and algorithm. Able to take the attention to detail. Ability to effectively manage time, and individually prioritize multiple tasks of competing priority. Nice to have technical skills. Have knowledge about automation testing. Have knowledge about MongoDB. Have coding skills. Able to create & run test cases based on the requirement, estimate testing activities,…. Able to do bug’s root cause analysis. Soft skills. Good oral, reading, written and communication skills. Good attitude and be able to collaborate effectively across teams. Good at critical thinking skill. Good at analysis skill. Good at problem-solving skill. Additional Information. Perks You'll Enjoy. Global software products company. Working & growing with Passionate & Talented Team. Diverse career opportunities with Engineering, Product Development, Business Development, Customer Success/Support...team. Attractive Salary and Benefits. Flexible working time. Various training on state-of-the-art technologies, practices, and soft skills. Premium healthcare insurance for you and your loved ones. Company trip, big annual year-end party every year, team building, etc. Fitness & sports activities: football, tennis, table tennis, badminton, yoga, swimming…. Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…. Free in-house entertainment facilities (frisbee, foosball, gym…), coffee, fruit, and snack (instant noodles, cookies, candies…. Join us and let yourself explore other fantastic things","All KMSers will need to working from home to ensure safety. New member will get designated supports. Develop, maintain and execute manual test cases for major…","Fresher Test Engineer (QA/QC/Tester), Grove"
Thành phố Hồ Chí Minh,Ninja Van,"Ninja Van is a late-stage logtech startup that is disrupting a massive industry with innovation and cutting edge technology. Launched 2014 in Singapore, we have grown rapidly to become one of Southeast Asia's largest and fastest-growing express logistics companies. Since our inception, we’ve delivered to 100 million different customers across the region with added predictability, flexibility and convenience. Join us in our mission to connect shippers and shoppers across Southeast Asia to a world of new possibilities. More about us. We process 250 million API requests and 3TB of data every day. We deliver more than 1.5 million parcels every day. 100% network coverage with 1000+ hubs and stations in 6 SEA markets (Singapore, Malaysia, Indonesia, Thailand, Vietnam and Philippines), reaching 500 million consumers. 600,000 active shippers in all e-commerce segments, from the largest marketplaces to the individual social commerce sellers. Raised US$400 million over four rounds. We are looking for world-class talent to join our crack team of engineers, product managers and designers. We want people who are passionate about creating software that makes a difference to the world. We like people who are brimming with ideas and who take initiative rather than wait to be told what to do. We prize team-first mentality, personal responsibility and tenacity to solve hard problems and meet deadlines. As part of a small and lean team, you will have a very direct impact on the success of the company. Role & Responsibilities. Lead and execute projects to implement two-way systems integration between Ninja Van and its customers and partners to drive new lines of revenue. Work closely with external parties, sales and product managers to gather and analyze requirements, design elegant solutions, and manage the deployment. Develop, test, deploy and document integration components. These include new API, webhooks, adapters, API clients etc. Provide pre and post-integration tech support. Occasional off-hour support and some traveling to meet customers might be required. Will have opportunity to work on core product development. Requirements. 2-5 years of Java development experience. Knowledge of at least other language such as PHP, Python, C#, Ruby is a big plus. Extensive experience in integrating with third party APIs, creating adapters, API clients etc. Excellent written and spoken communication skills, track record of working effectively with external parties (e.g. L3 support experience. Hands-on project management experience. Bachelor’s or Master’s degree in Computer Science or related field from a top university. Tech Stack. Backend: Play (Java 8+), Golang, Node.js. Frontend: AngularJS, ReactJS. Mobile: Android, Flutter, React Native. Cache: Hazelcast, Redis. Data storage: MySQL, TiDB, Elasticsearch, Delta Lake. Infrastructure monitoring: Prometheus, Grafana. rchestrator: Kubernetes. Containerization: Docker, Containerd. Cloud Provider: GCP, AWS. Data pipelines: Apache Kafka, Spark Streaming, Maxwell. Workflow manager: Apache Airflow. Query engines: Apache Spark, Trin. Submit a job application. By applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice",Lead and execute projects to implement two-way systems integration between Ninja Van and its customers and partners to drive new lines of revenue,"Software Engineer, Partner Integration"
Thành phố Hồ Chí Minh,Bosch Group,"Company Description. The Bosch Group is a leading global supplier of technology and services. It employs roughly 394,500 associates worldwide (as of December 31, 2020). According to preliminary figures, the company generated sales of 71.6 billion euros in 2020. Its operations are divided into four business sectors: Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. The Bosch Group comprises Robert Bosch GmbH and its roughly 440 subsidiaries and regional companies in some 60 countries. If its sales and service partners are included, then Bosch is represented in roughly 126 locations. This worldwide development, manufacturing, and sales network is the foundation for further growth. RBVH - Robert Bosch Engineering and Business Solutions Vietnam Company Limited is 100% owned subsidiary of Robert Bosch GmbH. RBVH has started its operations from 19th October, 2010 at E-Town2 in HCMC. This engineering development center will be engaged in developing embedded systems and software, mechanical design and simulation, and will provide IT (SAP Consulting, JAVA Development….) and Business Services (Finance and accounting, Economics, Purchasing, Logistics, Translations Japanese-English-Japanese, Information Security ) solutions to the Bosch group of companies globally. Job Description. The. Automotive industry. has always been a sector of fast development. New gadgets and innovative technologies are driving a disruptive change that experts agree will reshape the foundations of the automotive industry, as we know it. These advances directly related to the embedded technology found within the automotive systems, including micro-controllers, flash memory and analog products. If you are excited to play apart of the Automotive revolution, welcome t. BOSCH. We are looking for. Embedded Software Test Engineer. to join our. Automotive team. in Ho Chi Minh city. You can see the actual results of your work come to life evolving from demos to eventually being used in millions of cars on the road. With us, you will have the chance to improve quality of life all across the globe. YOUR RESPONSIBILITIES. Understand & can analyze customer requirements. Develop test cases using defined test methods, create abstract and low level test designs and test specifications. Select relevancy of test case for regression testing. Execute test cases, document results and report problems. Qualifications. Major in Computer Engineering/ Electrical-Electronics/ Electronics-Telecommunication/ Mechatronics Engineering or related fields. Good at. C/C++ programming. and. scripting language (Python, Perl. Basic knowledge of. Micro-controller. and. embedded system. Good English. skills. Additional Information. Why. BOSCH. . Because we don't just follow trends, we. create. them. Because together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work. Benefits and Career Opportunities. Working in one of the. Best Places to Work i. n Vietnam. Join a dynamic and fast growing global company. English-speaking. environment. 13th-month salary bonus. attractive. performance bonus. you'll love it!) + annual performance appraisal. 100% monthly basic salary. and. mandatory social insurances. in 2-month probation. nsite opportunities. short-term and long-term assignments. 15++ days of annual leave. 1 day of birthday leave. Premium health insurance for employee and. 02 family members. Flexible working time. Lunch and parking allowance. Various training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills. Fitness & sport activities. football, badminton, yoga, Aerobic. Free in-house entertainment facilities and snack. Join in various team building, company trip, year-end party, tech talks and a lot of charity events","This engineering development center will be engaged in developing embedded systems and. mechanical design and simulation, and will provide IT (SAP…",[EDA4] Embedded Software Test Engineer
Thành phố Hồ Chí Minh,KMS Technology,,KMS Technology is trusted by international clients for the superior quality of products and expertise of Vietnamese engineers,Senior Python Software Engineer
Thành phố Hồ Chí Minh,Mirae Asset,"Thông tin việc làm. Nơi Làm Việc. Hồ Chí Minh (Quận 1. Cấp Bậc. Nhân viên. Hình Thức. Nhân viên chính thức. Kinh Nghiệm. 2 - 4 Năm. Mức Lương. 15,000,000 - 30,000,000 VNĐ. Ngành nghề. CNTT - Phần mềm, IT. Hình Thức Làm Việc. Làm tại nhà. Hạn Chót Nhận Hồ Sơ. 01/11/2021. Phúc Lợi. Máy tính xách tay. Bảo hiểm. Du Lịch. Phụ cấp. Thưởng. Chăm sóc sức khỏe. Đào tạ. Tăng lương. Mô Tả Công Việc. Design and execute test cases according to the specifications. Test product on multiple platforms: Android, iOS, Web, API. Perform different test methods, including integration tests, functional tests, system tests, acceptance tests, performance tests, and regression tests. Prepare test data as required. Develop and maintain software documentation. Manage of overall UAT process over business teams to improve overall quality. Work closely with BA and developer to ensure the quality of products. Yêu Cầu Công Việc. 2+ years of software testing. Having knowledge of software testing methodologies and practices. Experience with automation testing is a plus (Selenium, Jmeter, Locust.io, Postman, SoapUI. Basic knowledge about some Programming languages and Database SQL. Good logical and analytical thinking. Good problem-solving skills. Good communication skills and interpersonal skills. Domain knowledge in Banking or Finance is a big advantage. Experience with Mobile App UI/UX and responsive Web Application",Develop and maintain. documentation. 2+ years of. testing. Having knowledge of. testing methodologies and practices,QA Manual Engineer
Thành phố Hồ Chí Minh,HICX Solutions,"Software Development Engineer: Java - Remote. HICX is a leading worldwide provider of enterprise SaaS solutions for digital supplier management. Learn more about HICX (https://hicx-solutions.breezy.hr. We are looking to expand our Support Team, by adding highly capable and motivated developers to help us delivering customer implementations. Our platform is highly workflow-driven which differs from customer to customer. This role will give you the opportunity to learn more about modern and scalable concepts based on leading-edge technologies. We are looking for a long-term relationship, a talented individual that will become part of the team and grow within our company. Required Skills. Minimum 2 years in professional Java programming with experience in application design, software development and maintenance. A BSc in Computer Science or similar field. English language fluency and very good communication skills. Good team player and ability to exchange information and support with co-workers. Solid understanding of engineering best practices. Good knowledge of Object-Oriented Programming techniques. Good knowledge of Scripting languages like Groovy. Good knowledge of SQL and database systems such as Postgresql, MySQL, etc…. Good knowledge of web standards (HTML, JavaScript, etc. Quick learner and adapter of new frameworks and technologies. Attention to details and some creativity on how processes could be improved as well as business requirements could be met. Good knowledge and practical experience in automated test practices (Unit, Integration & Acceptance. Practical experience working with REST APIs and Microservices. Good knowledge working with Cloud provider technologies (e.g.: AWS, Azure etc. A strong passion for Software Engineering, Innovation, and challenging the status qu. Desirable Skills. Good knowledge of (CI\CD. Solid understanding and practical experience in Dev Ops. Knowledge of development tools including Git, Maven, Eclipse. Experience working with Spring and\or Spring Boot. Experience working with ORM technologies such as Hibernate. Solid System and Architectural skills for distributed systems. Solid understanding of Agile methodologies and practices. Good understanding of Containers and Orchestration (Ideally Docker and Kubernetes. Good knowledge in J2EE Technologies (e.g. Servlets, JTA, JMS, web containers. Excitement for the latest trends in application design and Software Architectures. Relaxed yet enthusiastic attitude. Experience in front-end frameworks like Vue.js or React is a plus. BPMN Framework like Activity. Please do NOT apply when you have no experience in JAVA development [Note: Our projects do not use PHP, Perl, Python, WordPress] and don't meet the minimum required skills. Applicants must be willing to work UK business hours 9:00 GMT – 18:00 GMT under a consultancy agreement. Good luck",Minimum 2 years in professional Java programming with experience in application design. development and maintenance. Good knowledge of (CI\CD,Software Development Engineer: Java - Remote
Thành phố Hồ Chí Minh,Global Cybersoft,"Work location: Ha Noi, Ho Chi Minh. Education and/or Experience. At least 2 years working experience as BSE or BS in Information Technology. BA degree in Japanese or Japanese skills equivalent level N2. Knowledge, Skills and Abilities. Good understanding of software development process. Good programming skill in .NET, Java, C/C++ is a plus. Experience in writing document and presentation a plus. Having experience in working directly with Japanese customers is a plus. Logical requirement analysis skill. Well-organized, creative and capable of performing multiple tasks simultaneously. Good communication skill. Ability to establish effective working relationships with many different people. Good understanding of Japanese working culture/ working style. Duties. Communicate with Japanese clients on all project-related matters. Analyze, clarify and transfer client’s requests and requirements to project team members. Participate in developing and verifying and develop design documents. Be responsible for requirement management. Participate in developing and execute test cases to verify deliverable. Control all inbound and outbound project’s materials. Work closely with Project Manager to monitor and control project","Good understanding of. development process. At least 2 years working experience as BSE or BS in Information Technology. NET, Java, C/C++ is a plus",Bridge Software Engineer (BSE)
Quận 7,Renesas Design Vietnam,,"Design, code, and test the tools for embedded. developing on Renesas MCU/SoC chip. Have strong passion in technical field, esp. embedded. and…",Software Design Engineer
Thành phố Hồ Chí Minh,Ninja Van,"Ninja Van is a late-stage logtech startup that is disrupting a massive industry with innovation and cutting edge technology. Launched 2014 in Singapore, we have grown rapidly to become one of Southeast Asia's largest and fastest-growing express logistics companies. Since our inception, we’ve delivered to 100 million different customers across the region with added predictability, flexibility and convenience. Join us in our mission to connect shippers and shoppers across Southeast Asia to a world of new possibilities. More about us. We process 250 million API requests and 3TB of data every day. We deliver more than 1.5 million parcels every day. 100% network coverage with 1000+ hubs and stations in 6 SEA markets (Singapore, Malaysia, Indonesia, Thailand, Vietnam and Philippines), reaching 500 million consumers. 600,000 active shippers in all e-commerce segments, from the largest marketplaces to the individual social commerce sellers. Raised US$400 million over four rounds. We are looking for world-class talent to join our crack team of engineers, product managers and designers. We want people who are passionate about creating software that makes a difference to the world. We like people who are brimming with ideas and who take initiative rather than wait to be told what to do. We prize team-first mentality, personal responsibility and tenacity to solve hard problems and meet deadlines. As part of a small and lean team, you will have a very direct impact on the success of the company. Role & Responsibilities. Design, develop and maintain software that powers Ninja Van's complex logistics operations. Help design the architecture, own development of major initiatives and modules. Work in cross functional teams with product managers, UX designers and QA engineers to ship software on-quality and on-time. Help level up the team; share knowledge, conduct code and design review; drive code quality and process improvement initiatives. Write code that you are proud of, with extensibility, scalability and performance in mind. Requirements. Solid Computer Science fundamentals, excellent problem-solving skills. 3-6 years of backend or frontend development in a product company, with a proven track record of shipping successful software products. Deep experience in most of our tech stack or similar technologies. Bachelor’s or Master’s degree in Computer Science or related field from a top university. Tech Stack. Backend: Play (Java 8+), Golang, Node.js. Frontend: AngularJS, ReactJS. Mobile: Android, Flutter, React Native. Cache: Hazelcast, Redis. Data storage: MySQL, TiDB, Elasticsearch, Delta Lake. Infrastructure monitoring: Prometheus, Grafana. rchestrator: Kubernetes. Containerization: Docker, Containerd. Cloud Provider: GCP, AWS. Data pipelines: Apache Kafka, Spark Streaming, Maxwell. Workflow manager: Apache Airflow. Query engines: Apache Spark, Trin. Submit a job application. By applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice","Design, develop and maintain. that powers Ninja Van's complex logistics operations. 3-6 years of backend or frontend development in a product company,…",Senior Software Engineer
Thành phố Hồ Chí Minh,Công Ty Cổ Phần Đầu Tư Công Nghệ Giản Đơn,"Mô tả công việc. Mức lương: Thỏa thuận. Responsible for customizing and maintaining Odoo ERP modules. Responsible for design and development of Odoo new features, reports, and modules. Responsible for coding, testing and debugging Odoo applications. Responsible for writing & keeping technical documentation. Integrate Odoo with other existing systems. Work with Business Analysts and Product Managers to address requirement questions. Work with other team members on medium and large-sized projects. Work with peers, team leads and supervisors in a collaborative and shared-learning environment. Work with both co-located and distributed teams. Chức vụ. Nhân Viên/Chuyên Viên. Hình thức làm việc. Toàn thời gian. Quyền lợi được hưởng. Having chances to get attractive company bonus every month/year. Company trip once a year + Joining party. Salary and position is reviewed 1 time a year. Bonus by individual ability and company’s performance. Social insurance, health insurance, unemployment insurance and other benefits. Dynamic and sociable working environment. Yêu cầu bằng cấp (tối thiểu. Cao Đẳng. Yêu cầu công việc. 2+ years of experience in Odoo (especially Odoo 14. Proficient with Python programming language and related frameworks. Have experience in CRM, HRM, Finance & Accounting. Good knowledge of RDBMS Database: PostgreSQL. Yêu cầu giới tính. Nam/Nữ. Ngành nghề. Python,Quản Trị Hệ Thống. Cao Đẳng. Không yêu cầu","Responsible for customizing and maintaining Odoo ERP modules. Responsible for design and development of Odoo new features, reports, and modules",Software Engineer - Python - ERP Project (Odoo)
Thành phố Hồ Chí Minh,Grab,"Get to know the team. The Observability team at Grab is responsible for building systems that provide insights into the application performance and help people at Grab understand their system’s behaviour in real-time by providing observability as a platform (logs, metrics and tracing). We operate some of largest throughput systems at Grab and work closely with a wide range of stakeholders, acting as a backbone and empowering them in driving SEA forward. We pride ourselves in the work that we do and the impact it has on the lives of our customers. Get to know the role. We are looking for talented and passionate Software Engineers to join our team. You will have opportunities to build applications for Unified Observability Platform. It's very important that our team members take initiatives to identify problems, and have the right mindset and problem solving skills. The day-to-day activities. Design and implement RESTful APIs. Build and deploy performant modern web applications in React. Architect efficient and scalable backend systems. Write unit, functional and end-to-end tests. Write high-quality code (Go, NodeJS) that communicates with upstream backend services via HTTP APIs. Identify and resolve performance and scalability issues. Participate in code reviews. The must haves. Preferably a degree in computer science, software engineering, information technology or related fields. Strong CS fundamentals (with competencies in algorithms and data structures. Proficiency in at least one programming languages – Golang, Python, Java. Strong problem solving, interpersonal, and communication skills. Team player, independent, highly motivated, eager to learn and self-driven. Responsible, dedicated, and participate in on-call rotations. Good to have. Experience with React, Redux/Flow, Angular. Familiar with some of the OSS systems like ELK, Prometheus, Jaeger. Hands-on experience with Amazon Web Services (AWS","Preferably a degree in computer science. engineering, information technology or related fields. Design and implement RESTful APIs","Software Engineer, Observability"
Thành phố Hồ Chí Minh,KMS Technology,"Company Description. Kobiton is the mobile experience platform trusted by leading organizations globally. Our best-in-class software platform helps drive improved revenue on the mobile channel by lowering app abandonment, improving quality and reducing time-to-market. Used by over 60,000 developers and testers worldwide, Kobiton is transforming the way companies deliver mobile apps through innovative applications of Artificial Intelligence, Real-Device Testing and the industry’s first and only mobile scriptless automation solution. There's a reason the world's mobile elite choose Kobiton to deliver perfect mobile experiences for their users. Kobiton is founded and funded by KMS Technology, a global technology company with over 1,000 resources in Vietnam and the United States. KMS has an offshore product development business and also created two other software companies in the software testing space: QASymphony (sold to Insight Partners and merged with Tricentis($100M ARR)) and Katalon (over 750,000 global users). Kobiton has the advantage of operating as its own company while leveraging the infrastructure and the strength from KMS. Job Description. The responsibility includes but not limited. Deploy, configure, troubleshoot and work with team on system deployment and system monitoring following. Perform configuration management, automating and containerizing existing processes, applications and services. Help the development team build and manage different kinds of environments for testing and integration like building and managing CI/CD pipeline. Actively contribute ideas and efforts to product success. Provide other duties as needed like technical support for end users and in-house development team. Qualifications. Requirements. Good knowledge in Linux OS and Cloud Computing. Good knowledge in computer networking and application protocols (HTTP/S, SMTP, etc. Hands-on experience on configuration management software like Ansible, Chef, Puppet, etc. wn automation mindset with appropriate tools like shell scripting (Linux Bash or PowerShell), IFTTT, Rundesk, etc. Good problem solving skills. Proactiveness (self-starter), good communication and fast learning. Strong commitment and responsibility to maintain a high availability system for production. Strong motivation to drive impact by making product improvements. Comfort with collaboration, open communication and reaching across functional borders. Knowledgeable and hands-on experience on docker is a plus. Knowledgeable and hands-on experience on Kubernetes is a plus. Additional Information. BE YOUR BEST WITH KMS. Working in one of the Best Places to Work in Vietnam. Building large-scale & global software products. Working & growing with Passionate & Talented Team. Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting. Attractive Salary and Benefits. Performance appraisals every year. nsite opportunities: short-term and long-term assignments in North American (U.S, Canada), Europe, Asia. Flexible working time. Various training on hot-trend technologies, best practices and soft skills. Premium healthcare insurance for you and your loved ones. Company trip, big annual year-end party every year, team building, etc. Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…. Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…. Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…. And much more, join us and let yourself explore other fantastic things","Hands-on experience on configuration management. like Ansible, Chef, Puppet, etc. Deploy, configure, troubleshoot and work with team on system…","DevOps Engineer, Kobiton"
Thành phố Hồ Chí Minh,ZALORA SEA,"ZALORA Engineering is seeking a full-time Frontend Engineer to work on its high profile customer-facing products. As a Frontend Engineer, you will work in a cross-functional team working on a specific area of the product vision. You will hack on our desktop and mobile web sites to deliver a WOW experience to our customers. You will have the chance to hack in PHP, JavaScript, Elm, and G. We are on a mission to reduce our time-to-impact, which means we're making efforts to innovate on our CI/CD pipeline, our build system, our coding guidelines, and our development workflow. Responsibilities. Work in cross-functional team to build product features for the web platform. Work with frontend team to reduce time-to-impact. Requirements. Experience with server-side rendered web development. Proficient in JavaScript, ECMAScript, or TypeScript. Strong Computer Science fundamentals. Knowledge of web standards: e.g. CSS and HTML. Experience developing web applications in reactive or functional idioms nice to have: e.g. React, Vue, Elm, PureScript, ReasonML. Should you need any further information, please contact us at tech-hiring@zalora.com. ZALORA Engineering. ZALORA's e-commerce platform is built with love by the engineering team. The Ho Chi Minh office, 12 Ton Dan, D4 (ZALORA Group) focuses completely on engineering and sets a high standard for software development in the field of e-commerce. This team creates the tech stack that powers ZALORA's stellar shopping experience. This ranges from the online shop and the mobile apps to ZALORA's complex logistics solutions. The ZALORA Story. ZALORA is Asia’s leading online fashion, beauty and lifestyle destination, part of Global Fashion Group. As one of the region’s pioneer large-scale ecommerce platforms, ZALORA has established a strong presence throughout the region, particularly in Singapore, Indonesia, Malaysia, Brunei, the Philippines, Hong Kong, and in Taiwan, enjoying over 50 million visits per month. ZALORA is not obligated to accept resumes from any third parties on behalf of potential candidates for any position (advertised or otherwise) by any means, unless ZALORA has executed a written agreement with such third party and has expressly requested such third party for candidate referrals. Third parties who provide unsolicited resumes of candidate(s) shall waive and forfeit all rights to claim for any placement fees or referral fees in the event that such candidate is eventually engaged or employed by ZALORA or Global Fashion Group. bCogfCUcff","The Ho Chi Minh office, 12 Ton Dan, D4 (ZALORA Group) focuses completely on engineering and sets a high standard for. development in the field of e…",Software Engineer - Frontend
Thành phố Hồ Chí Minh,"B2BE GSS (VIETNAM) CO., LTD","PURPOSE. Develop and test new applications according to provided requirements and direction provided by your team lead. Investigation and implementation of bug fixes as well as enhancements to existing applications. Mentoring of more junior team members as well as providing assistance to senior team members on work analysis, design and task creation. Complete work within estimated time frames and to meet the customer requirements and within the development guidelines set across the global shared service environments. BJECTIVES. Work within the team and help ensure the successful delivery of the various products and solutions within estimated time frames. Ensure on-going good development practices for consistency, reliability, performance and maintainability. Help support the customer service team when they require application support. Assist the senior team members with requirements analysis, design and break down of work. Provide guidance and mentoring to allocated junior team members. RESPONSIBILITIES. Ensure a good broader understanding of systems related to allocated work. Ability to help senior team members with application and database design based on requirements. Provide advice and support to any junior team members for which you are the allocated mentor. Continue to expand knowledge and enhance development skills. Follow defined coding standards and development guidelines and to have input into these standards as and when required with your Team Leader. Perform complete testing of developed work to reduce follow-up requests and bug fixes. Raise questions and concerns and provide feedback for projects as early as possible to minimise impact on delivery times and to meet project deadlines. Assist with defining ideas and enhancements for existing processes, programming libraries etc. Work on improving problem solving capabilities and understanding how to apply technical solutions to problems while sharing these findings with your team. Work on understanding the supply chain industry and business process and how our products and solutions fit within the supply chain. REQUIREMENTS. A bachelor’s degree in Computer Science/Information Technology or equivalent. Have experience in web development with LAMP stack. Good knowledge in Ajax, JavaScript, JQuery, Bootstrap, CSS and XML. Good understanding in OOP and MVC concept. Conversant in database design (MySQL. Experience with at least one Version Control System (SVN, Git. Experience in YUI and CodeIgniter development will be viewed as an advantage. Have experience with web API and web services, especially RESTful API will be a plus. Fluent in English communication (both written and verbally",Develop and test new applications according to provided requirements and direction provided by your team lead. Good understanding in OOP and MVC concept,Software Engineer
Thành phố Hồ Chí Minh,Bosch Group,"Company Description. The Bosch Group is a leading global supplier of technology and services. It employs roughly 394,500 associates worldwide (as of December 31, 2020). According to preliminary figures, the company generated sales of 71.6 billion euros in 2020. Its operations are divided into four business sectors: Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. The Bosch Group comprises Robert Bosch GmbH and its roughly 440 subsidiaries and regional companies in some 60 countries. If its sales and service partners are included, then Bosch is represented in roughly 126 locations. This worldwide development, manufacturing, and sales network is the foundation for further growth. RBVH - Robert Bosch Engineering and Business Solutions Vietnam Company Limited is 100% owned subsidiary of Robert Bosch GmbH. RBVH has started its operations from 19th October, 2010 at E-Town2 in HCMC. This engineering development center will be engaged in developing embedded systems and software, mechanical design and simulation, and will provide IT (SAP Consulting, JAVA Development….) and Business Services (Finance and accounting, Economics, Purchasing, Logistics, Translations Japanese-English-Japanese, Information Security ) solutions to the Bosch group of companies globally. Job Description. As the Mechatronics & Mechanical Design Engineer you will. 1. System Analyst. Responsible for System Requirements Engineering and Management. System Requirements Elicitation and Analysis. Understanding system, software process and maintaining traceability. Content based review for System Requirements Management. Assures all requirements are fulfilled on a timely basis. Conduct / Participate in technical reviews with all stakeholders in the project. 2. Mechanical Design. Analyze mechanical design related customer requirement. Develop mechanical concept according to customer requirement and Bosch internal requirement. Skilled in 3D model and 2D drawing creation with CreO, Catia. Use analysis tools (CAE, for example) for stress analysis, reliability analysis is preferred. Qualifications. B.E. / B. Tech in Mechanical / Mechatronics. Good knowledge in CAD Cre. Having basic understanding about GD&T. Enthusiastic, motivated & result oriented. Good discipline, positive thinking, teamwork. Good in communication skills and above (including English and soft skill) & good in Japanese is a big plus. Additional Information. Committed 13-month bonus. Collaboratively yearly performance bonus. Meal & Parking allowances. Premium insurance (PVI) for employee and 2 family members. verseas training programs and working onsite opportunity. Good benefits of Trade Union. activities, team building and company trip. pportunity to work in. global projects. f fast developing company. and. being a part of innovation team. contributing initiative ideas to the hi-tech world. Engage in our. diverse. training programs. which surely help strengthen both your personal and professional skills",Understanding system. process and maintaining traceability. This engineering development center will be engaged in developing embedded systems and…,[ENM] Mechatronics & Mechanical Design Engineer
