code,description,outcome,title
ISYS1051,"This course focuses on designing innovative solutions using digital technologies, to enhance the ability of businesses and community organisations to achieve strategic goals. The course will explore the evolving digital market and your opportunities in this space discussed. Critical problem solving skills will be developed within the context of real business situations through the application of a combination of system thinking, process modelling, business analysis and creative design techniques. A range of business and community enterprises will be systematically investigated during the semester within the framework of individual and group tutorial exercises. This course includes a Work Integrated Learning (WIL) experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/or community is integral to your experience","On successful completion of this course you will be able to: Analyse different types of business problems and their contexts and prepare a business analysis report to management. - TEST (Level 1) - DESN Systems Design (Level 1) - BUAN Business Analysis (Level 2) Apply systems thinking principles to understand and analyse complex business problems. - TEST (Level 1) - DESN Systems Design (Level 1) - BUAN Business Analysis (Level 2) Use a variety of modelling tools, conceptual frameworks and language of systems thinking to define and specify business system requirements. - BSMO Business Modelling (Level 2) - REQM Requirements Definition & Management (Level 1) Express ideas, concepts and arguments logically in writing when preparing business analysis reports to management. - PRMG Project Management (Level 1) - TEST (Level 1) - PRMG Project Management (Level 1) Communicate effectively when interacting verbally with clients. - PRMG Project Management (Level 1) - TEST (Level 1) Use common project management tools to monitor the progress of a project and to participate as an effective member of the project team. - PRMG Project Management (Level 1) - TEST (Level 1) Analyse different types of business problems and their contexts and prepare a business analysis report to management. - TEST (Level 1) - DESN Systems Design (Level 1) - BUAN Business Analysis (Level 2) Apply systems thinking principles to understand and analyse complex business problems. - TEST (Level 1) - DESN Systems Design (Level 1) - BUAN Business Analysis (Level 2) Use a variety of modelling tools, conceptual frameworks and language of systems thinking to define and specify business system requirements. - BSMO Business Modelling (Level 2) - REQM Requirements Definition & Management (Level 1) Express ideas, concepts and arguments logically in writing when preparing business analysis reports to management. - PRMG Project Management (Level 1) - TEST (Level 1) - PRMG Project Management (Level 1) Communicate effectively when interacting verbally with clients. - PRMG Project Management (Level 1) - TEST (Level 1) Use common project management tools to monitor the progress of a project and to participate as an effective member of the project team. - PRMG Project Management (Level 1) - TEST (Level 1",Digital Business Design and Innovation
COSC2382,"This course is a hands-on, career-oriented training with an emphasis on practical experience to help you develop specialized security skills to advance your careers. The curriculum helps prepare you for entry-level security career opportunities and for Implementing Cisco IOS Network Security (IINS) certification exam (210-260) leading to the Cisco CCNA Security certification","This course contributes to the following Program Learning Outcomes for AD006 Associate Degree in Information Technology: • Problem Solving. • Communication. • Responsibility. • Team Work. On completion of this course you should be able to: 1. Understand and implement appropriate technologies to secure a network. 2. Implement VPN. 3. Create a secure routing and switching network by implementing firewall technologies. 4. Implement IPS, Content & Endpoint Security",Advanced Networking 1
COSC2384,"This course extends your understanding of computer networking. It deepens your knowledge of Routing Protocols and introduces you to switched networks. You will develop skills in the Command Line Interface configuration of switches, port security, VLANs, VTP and inter-VLAN routing as well switch security,routing and MLS. It deepens your knowledge of wireless networks and also Wide Area Networks with emphasis on directly connected serial links, PPP authentication and redundancies technologies. You will develop skills in the configuration of advanced IP addressing techniques and the implementation of Access Control Lists","This course contributes to the following Program Learning Outcomes for AD006 Associate Degree in Information Technology: • Critical Analysis. • Problem Solving. • Responsibility. On completion of this course you should be able to: 1.Complete a review of skills from previous semester (Networking 1) which covers: IP addressing scheme, basic routing configuration, basic switching configuration, end device configuration and review troubleshooting. 2.Configure basic wireless technology, security and troubleshooting. 3.Implement various types of Switching and Routing Redundancies such as Etherchannel and HSRP. 4.Implement Advance Switch technology, involving switch security and troubleshooting. 5.Demonstrate and In-depth understanding and application of both EIGRP and OSPF both in IPv4 and IPv6 and troubleshooting. 6.Design, implement and troubleshooting high level security involving NAT, ACLs and authentication across WAN links in IPv4 and IPV6 environments",Networking 2
COSC2385,"This course introduces you to computer networking, particularly Local Area Networking. You will learn fundamental computer networking terms, concepts and components, IP address and subnetting. You will develop skills in basic network configuration (wired and wireless), routing protocols (static, RIP v2 and RIPng), switched networks, security, and troubleshooting. Pre-requisites, Co-requisites and Assumed Knowledge. Basic computer literacy and basic internet experience are mandatory. Prior experience with computer hardware, binary maths, basic electronics and command line interfaces is desirable","This course contributes to the following Program Learning Outcomes for AD006 Associate Degree in Information Technology: • Enabling Knowledge. • Critical Analysis. • Problem Solving. • Responsibility. On completion of this course you should be able to: 1. Analyse and explain operations of the OSI model in relation to Network Design. 2. Calculate Subnetting schemes and implement IP v4 addressing. 3. Configure & troubleshoot Ethernet Networks (wired and wireless) via Cisco CLI on Router and Switch platforms. 4. Describe and apply Dynamic Routing, Static Routes and security technologies based on given Network design. 5. Create Virtual Local Area Networks (VLANs) and test inter-VLAN communication across a router. 6. Optimise Network Devices to provide functionality for modern network systems",Networking 1
BUSM4687,"This course introduces you to contemporary theories about business responsibility in a global context, how these theories can be applied in practice, and the implications for management across a range of business functions. In the last 20 years a series of corporate scandals and financial crises have brought the question of how to manage international business responsibly to the attention of leaders and communities across the globe. Industry leaders are increasingly looking for employees who can think innovatively about this challenge. This course will provide you with knowledge and a range of skills to do that. You will learn how taking social and environmental issues into account can contribute to core business models and strategy. You will also learn how to work with a range of stakeholders to improve outcomes throughout the value chains of international business. You will be exposed to new ways of understanding and governing the relationship between business and society. Activities and assignments are designed to facilitate theory application and peer learning in a friendly, open atmosphere. This course includes a Work Integrated Learning experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/or community is integral to your experience",On successful completion of this course you will be able to,Global Corporate Responsibility
BUSM1222,"This course provides you with a fundamental understanding of international aspects of business and management, including international business contexts, actors and their actions. It addresses the theory and patterns of international business, as well as the macro and micro challenges in international business. This course provides a broad view of various factors underlying roles and responsibilities of international business in society",On successful completion of this course you will be able to,Global Business
BUSM1094,"In this course you will learn to critically examine alternative approaches for analysing and interpreting organisations. The course adopts a multiple perspective and interdisciplinary approach which provides you with toolset to analyse organisations through different theoretical lenses and at different levels: systems, structures, social interactions and the individual. It develops organisational analysis and critical reasoning skills through the application and assessment of different perspectives to business case studies examined in the course. The course examines different knowledge assumptions and their implications and practical consequences for future managers","None. On successful completion of this course you will be able to: CLO1. Identify different analytical perspectives employed to understand organisations at the individual, social, structural and systemic levels. CL02. Interpret and apply these multiple perspectives to empirically analyse specific organisations and the contexts in which they operate. CLO3. Draw on different analytical perspectives as the basis for a multidisciplinary approach towards organisational functionality, political and social relations. CLO4. Evaluate knowledge assumptions and come to recognise their management implications and practical consequences. CLO5. Assess and judge how organisational analysis can be used to engender solutions to organisational challenges that are socially responsible. CLO1. Identify different analytical perspectives employed to understand organisations at the individual, social, structural and systemic levels. CLO1. Identify different analytical perspectives employed to understand organisations at the individual, social, structural and systemic levels. CL02. Interpret and apply these multiple perspectives to empirically analyse specific organisations and the contexts in which they operate. CL02. Interpret and apply these multiple perspectives to empirically analyse specific organisations and the contexts in which they operate. CLO3. Draw on different analytical perspectives as the basis for a multidisciplinary approach towards organisational functionality, political and social relations. CLO3. Draw on different analytical perspectives as the basis for a multidisciplinary approach towards organisational functionality, political and social relations. CLO4. Evaluate knowledge assumptions and come to recognise their management implications and practical consequences. CLO4. Evaluate knowledge assumptions and come to recognise their management implications and practical consequences. CLO5. Assess and judge how organisational analysis can be used to engender solutions to organisational challenges that are socially responsible. CLO5. Assess and judge how organisational analysis can be used to engender solutions to organisational challenges that are socially responsible",Organisations
BUSM4558,"This course focuses on the changing nature of work in an increasingly globalised economy and the theories employed to understand work and its transformation. Work is central to our society, organisations, economy, households and personal lives. We depend on work to make a living and it can provide us with a sense of meaning. Employers depend on workers for their knowledge and skills and to make profits. There has been a significant transformation in the nature of work in recent years with major implications for how business operates and how we live our lives. This courses aims to provide you with knowledge of key issues influencing the experience of work and the factors driving new approaches to managing the workplace and work arrangements and the implications of these approaches for workers and the nature of work. The course examines a range of perspectives and theories to explain the transformation of work","On successful completion of this course you will be able to: Demonstrate an understanding of the way in which the globalisation of economic exchange and production is reshaping the nature of work; Describe and explain the impact of changing legal and institutional arrangements and preferences on the regulation of work and employment; Critically examine and assess the impact of different management practices on workers and the nature of work; Develop analytical skills to identify, interpret and critical evaluate different conceptual and theoretical frameworks for understanding the transformation of work; Comprehend and apply different social science theories to understand contemporary work and employment issues; Value the ways in which employee interests and ideas can contribute to more socially responsible management practices. Demonstrate an understanding of the way in which the globalisation of economic exchange and production is reshaping the nature of work; Describe and explain the impact of changing legal and institutional arrangements and preferences on the regulation of work and employment; Critically examine and assess the impact of different management practices on workers and the nature of work; Develop analytical skills to identify, interpret and critical evaluate different conceptual and theoretical frameworks for understanding the transformation of work; Comprehend and apply different social science theories to understand contemporary work and employment issues; Value the ways in which employee interests and ideas can contribute to more socially responsible management practices",Work in Global Society
BUSM4176,"This course covers the essentials of management and has the core purpose of providing students with critical thinking abilities that are both foundational to theory research and applicable in the workplace. Through this course, students will examine theories of management and evaluate how inquiry-based skills can be applied in the contemporary workplace. This course introduces students to key perspectives and debates from a range of fields that inform the theory leadership and management practices. The course will cover the theories of management and their application to contemporary practice, strategies for working in a diverse global workplace, teams and teamwork, planning and controlling information flow, organising and leading, motivating and rewarding, and management strategies in both personal and professional contexts",1: Evaluate leadership and management research and justify the application of management theory in contemporary contexts. 2: Research management theory and explain how this theory applies to contemporary and socially responsible practices. 3: Effectively collaborate with others to locate appropriate resources to organise information and generate management solutions. 4: Critically reflect on the relationship between management theory and management research evidence and communicate your knowledge of responsible management practices,Introduction to Management
OMGT1070,"This course introduces the fields of Procurement Management and Global Sourcing. It explores the central concepts of organisational procurement, global sourcing and interfaces of these to the other areas of an organisation. This course provides opportunities to examine issues such as organisational procurement process, global sourcing process, supplier selection process, supplier management and other strategic issues. This course includes a Work Integrated Learning (WIL) experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/or community is integral to your experience",On successful completion of this course you will be able to: Apply key concepts and theories in the field of procurement management and global sourcing to effectively manage procurement related functions. Contribute to the selection and design of appropriate approaches to manage procurement management and global sourcing operations. Analyse and apply appropriate techniques and methods in the integration of procurement management and global sourcing operations. Evaluate and measure alternative procurement management and global sourcing options in the context of a flexible global supply chain. Leverage resources of a group to critically analyse situations and develop solutions to procurement related problems. Apply key concepts and theories in the field of procurement management and global sourcing to effectively manage procurement related functions. Contribute to the selection and design of appropriate approaches to manage procurement management and global sourcing operations. Analyse and apply appropriate techniques and methods in the integration of procurement management and global sourcing operations. Evaluate and measure alternative procurement management and global sourcing options in the context of a flexible global supply chain. Leverage resources of a group to critically analyse situations and develop solutions to procurement related problems,Procurement Management and Global Sourcing
OMGT1062,"Freight transportation plays a critical role in any supply chain as it fulfils time and place utility of goods i.e. delivers products and services to where and when they are required. Significant global changes (globalization, civil and social unrests, climatic changes etc.) have made major impacts on the logistics environment thus making proper management of this function a necessity. This course will look into the important issues in domestic and global transportation which include freight transportation planning and operations, transportation infrastructure and regulations, selection of freight transportation carriers and third party suppliers, freight transportation costing, freight transportation strategies, and information technology in freight transportation","On successful completion of this course you will be able to: Implement appropriate principles for logistic operations, both locally and for international transport logistics. Develop and implement domestic and international freight transportation strategies to facilitate effective supply chain operations. Review and evaluate various freight transportation and freight logistics solutions using appropriate assessment methods to rationalize both domestic and international freight transportation and logistics networks. Develop and apply appropriate leadership and organising abilities in leveraging resources. Communicate and work with others effectively to resolve problems in freight transportation and supply chain management. Implement appropriate principles for logistic operations, both locally and for international transport logistics. Develop and implement domestic and international freight transportation strategies to facilitate effective supply chain operations. Review and evaluate various freight transportation and freight logistics solutions using appropriate assessment methods to rationalize both domestic and international freight transportation and logistics networks. Develop and apply appropriate leadership and organising abilities in leveraging resources. Communicate and work with others effectively to resolve problems in freight transportation and supply chain management",Transportation and Freight Logistics
OMGT1082,"In this introductory course you will explore the elements of integrated business logistics and the role and application of logistics principles to supply/demand/value chain management. Logistics and the closely related concept of supply chain management (SCM) underpin business or corporate strategy as far as the latter sets company objectives in sales, market share, share price, returns on shareholder funds, investment and assets. The course also covers key activities related to logistics and supply chain management, including transportation, warehousing, inventory management, customer service, and purchasing",On successful completion of this course you will be able to: Draw on key logistics and supply chain management concepts and theories to inform a variety of business situations. Apply logistics and supply chain management strategies to assist other functional areas of a business organization. Apply leadership and organisational skills to leverage resources of a group and develop solutions to operational issues. Interact and communicate effectively in team settings to solve problems in supply chain management. Draw on key logistics and supply chain management concepts and theories to inform a variety of business situations. Apply logistics and supply chain management strategies to assist other functional areas of a business organization. Apply leadership and organisational skills to leverage resources of a group and develop solutions to operational issues. Interact and communicate effectively in team settings to solve problems in supply chain management,Introduction to Logistics and Supply Chain Management
BUSM1321,"This course will give you the opportunity to undertake structured activities where you will apply your professional practice as an intrapreneur and become involved in authentic engagement with partner organisations that include industry feedback. The course will provide you with practical knowledge and experience in research, negotiating with project stakeholders, planning, and monitoring, controlling and delivering successful project outcomes. Persistence, innovativeness, team work, communication and leadership are integral to this course. This course includes a Work Integrated Learning experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/or community is integral to your experience","On successful completion of this course you will be able to: CLO 1: Apply principles and tools of entrepreneurship and innovation in diverse contexts. CLO 2: Critically analyse and synthesise information to drive innovation in organisations. CLO 3: Demonstrate an understanding of workplace diversity, organisational culture and climate conditions that are conducive to innovation and intrapreneurial practices. CLO 4: Develop an appropriate innovative solution to an organisational problem and propose a strategy to achieve goals and implement change. CLO5: Utilise research skills to develop solutions to problems in diverse contexts, intrapreneurial initiatives and growth",Driving Innovation in Organisations
BUSM4052,"The aim of this course is to enable you to gain experience and develop your knowledge in entrepreneurship into practical skills. In this course you will learn and apply tools and techniques to discover problems and needs, and to develop matching viable business models. You will learn to pitch ideas and business models, and apply your skills in practice in diverse settings. You will demonstrate your teamwork, leadership and project management skills",On successful completion of this course you will be able to,Applied Entrepreneurship
BUSM1311,"This foundational course focuses on developing your entrepreneurial mindset and introducing you to the underlying concepts and principles that explain entrepreneurship. You will learn that an entrepreneurial edge can be developed in individuals, and that entrepreneurship involves developing “living” businesses, where all aspects of the entrepreneurial process need to be developed simultaneously to achieve desired goals. You will understand the complexities that shape the formation and development of enterprises","On successful completion of this course you will be able to: CLO1: Apply core concepts underpinning entrepreneurship to support continuous personal and professional development. CLO2: Adapt knowledge of the critical elements of the venture creation process in diverse contexts. CLO3: Apply knowledge of the forces within the regulatory, industry and community environment to assess the viability of a business. CLO4: Apply knowledge of ethical and sustainable business practices in diverse contexts . CLO5: Demonstrate communication and team building skills to present independent and creative ideas in a variety of professional contexts",The Foundations of Entrepreneurship
MKTG1053,"This course will provide you with useful tools and develop yours skills for services marketing and management decision-making. It recognises that many graduates will work in the services sector and that an understanding of both marketing and management issues in this area is essential. The services considered encompass professional services, services to consumers and business customers as well as services that are linked to tangible products",On the successful completion of this course you will be able to: Apply key concepts of service marketing and practices in managing service businesses. Differentiate between marketing of services versus tangible goods to provide solutions addressing the challenges associated with the marketing of services. Develop effective and innovative marketing plans and strategies in relation to the ‘expanded marketing mix for services. Examine consumer behaviours within a diverse range of service contexts to inform marketing decisions. Evaluate the service quality of an organisation and recommend solutions for quality improvement. Interact and collaborate with others effectively in a variety of professional settings. Apply key concepts of service marketing and practices in managing service businesses. Differentiate between marketing of services versus tangible goods to provide solutions addressing the challenges associated with the marketing of services. Develop effective and innovative marketing plans and strategies in relation to the ‘expanded marketing mix for services. Examine consumer behaviours within a diverse range of service contexts to inform marketing decisions. Evaluate the service quality of an organisation and recommend solutions for quality improvement. Interact and collaborate with others effectively in a variety of professional settings,Service Quality
MKTG1045,The. Market Research. course is designed to give you a very practical understanding of how market research is conducted and managed for optimal results. You will learn about the stages of market research – from problem definition to the reporting on results – with a particular focus on learning how to use the most common market research tools. You will develop the capability to effectively plan and manage market research projects as well as conduct basic data analysis. The course also aims to provide a foundation for higher-level subjects requiring quantitative and qualitative analysis. Market Research,On successful completion of this program you will be able to: Explain market research theories and concepts to colleagues and use this knowledge to design research studies in response to managerial problems. Compare and contrast a range of common market research tools in order to evaluate the most appropriate tool for a unique research question. Design and implement a research tool in response to a client brief within a team or individually. Summarise a market research project and reflect on constructive feedback to improve the summary. Develop a report that critically analyses market research data and provides a recommendation. Explain market research theories and concepts to colleagues and use this knowledge to design research studies in response to managerial problems. Compare and contrast a range of common market research tools in order to evaluate the most appropriate tool for a unique research question. Design and implement a research tool in response to a client brief within a team or individually. Summarise a market research project and reflect on constructive feedback to improve the summary. Develop a report that critically analyses market research data and provides a recommendation,Market Research
MKTG1025,"Marketing Principles. is an introductory course and provides an overview of the marketing process, its underpinning concepts, and the practical tools used by marketers to implement marketing strategies and campaigns. Through lectures, tutorials and assessment tasks you will explore the theory and practice of marketing through real world applications. You will also review the importance of marketing to future business viability and how each person in an organisation can make a contribution to the marketing process. Marketing Principles. offers insights into the field of marketing, putting into context the role of marketing in an organisation, and how you may interface with marketing in your role. Marketing Principles. Marketing Principles","On successful completion of this course you will be able to: Examine the underlying philosophy of the marketing concept, its role as a business function and its relationship with other business functions. Identify and analyse the impact of key trends in the external and internal environments on marketing-related activities of organisations. Analyse the marketing process and determine how various elements of the marketing mix work together to put the right product in the right place in a professional context. Develop effective marketing strategies to achieve organisational objectives. Examine the underlying philosophy of the marketing concept, its role as a business function and its relationship with other business functions. Identify and analyse the impact of key trends in the external and internal environments on marketing-related activities of organisations. Analyse the marketing process and determine how various elements of the marketing mix work together to put the right product in the right place in a professional context. Develop effective marketing strategies to achieve organisational objectives",Marketing Principles
ECON1020,"The Prices and Markets course is a study of microeconomic theory and its applications. The purpose of the course is to introduce you to key microeconomic concepts and analytical techniques, and to apply these to a variety of real world economic phenomena in a systematic and rigorous way. The course focuses on how consumers, firms and government interact in markets in a manner that gives rise to prices. This course will enhance your appreciation of microeconomics, both in theory and in practice, and equip you with the language and skills to identify, define and analyse markets and firms in modern business environments. You will learn to think systematically about market interactions and the role of producers and consumers in the modern economy. You will also be introduced to the benefits and limits of government intervention. At the conclusion of this course, you will be able to understand and critically evaluate contemporary microeconomic and public policy issues at the theoretical level. At the same time, you will be able to appreciate the practical relevance of these to the real world","On successful completion of this course, you should be able to: Identify appropriate foundational microeconomics theories and techniques to apply in the business environment; Apply the economic method to systematically and rigorously analyse economic phenomena; Analyse microeconomic issues within the frameworks of modern microeconomic models and analytical techniques to explain and predict the outcomes of changes in a variety of economic variables; Identify and assess, in a microeconomic framework, the economic issues confronted by individual decision makers and by society as a whole to guide economic decision making; Analyse and evaluate public policy to determine its economic and societal welfare consequences; Characterise the link between market structures and market outcomes to explain and predict price, output and strategic outcomes in different markets. Identify appropriate foundational microeconomics theories and techniques to apply in the business environment; Apply the economic method to systematically and rigorously analyse economic phenomena; Analyse microeconomic issues within the frameworks of modern microeconomic models and analytical techniques to explain and predict the outcomes of changes in a variety of economic variables; Identify and assess, in a microeconomic framework, the economic issues confronted by individual decision makers and by society as a whole to guide economic decision making; Analyse and evaluate public policy to determine its economic and societal welfare consequences; Characterise the link between market structures and market outcomes to explain and predict price, output and strategic outcomes in different markets",Prices and Markets
ECON1010,"Macroeconomic events and policies affect our daily lives. This course will equip you with knowledge and skills to understand how the economy operates and to make sense of economic indicators such as economic growth, employment, inflation, interest rates, government budget and exchange rates. You will learn how the government uses fiscal and monetary policy to manage the economy, and understand the role of technology, innovation and entrepreneurship in driving a country’s economic development. The course will teach you how economists think about wellbeing and economic prosperity at a national and global level, which includes a consideration of economic inequality and environmental sustainability. The course content will be highly integrated with real world applications, revolving around the key macroeconomic issues currently faced by Australia, the Asian-Pacific region, and the global economy in general. By the end of the course, you will understand how the various components of the economy work and interact with each other. You will learn how to interpret and monitor key macroeconomic indicators and understand the implications of changes in economic conditions for businesses. You will gain the skills to understand and evaluate government policy. You will build the skills to access, analyse and present data, and understand the importance of communicating economic concepts in way that is meaningful for businesses. This package of skills and knowledge will be useful in the real world, whether you are in the role of an economist, analyst, consultant, investor, researcher, manager or policymaker. An understanding of the economy will also be valuable in your personal decision-making as an everyday consumer, as a voter in society, and as a participant in discussions on economic, social, environmental and political issues in our community","On successful completion of this course you will be able to: Describe the operation of the Australian economy to apply in various contemporary macroeconomic issues. Read and critically evaluate current economic news articles as they relate to the Macroeconomy. Assess how government policies and changing macroeconomic conditions affect societal welfare. Demonstrate an understanding of recent economic events and their impact on current policy initiatives on the Australian economy. Interpret charts, graphs, and tables and use the information to make informed judgments. Work and learn independently and work as a team. Communicate macroeconomics concepts and issues effective in a variety of business contexts. Evaluate business outcomes based on the costs and benefits involved. Describe the operation of the Australian economy to apply in various contemporary macroeconomic issues. Read and critically evaluate current economic news articles as they relate to the Macroeconomy. Assess how government policies and changing macroeconomic conditions affect societal welfare. Demonstrate an understanding of recent economic events and their impact on current policy initiatives on the Australian economy. Interpret charts, graphs, and tables and use the information to make informed judgments. Work and learn independently and work as a team. Communicate macroeconomics concepts and issues effective in a variety of business contexts. Evaluate business outcomes based on the costs and benefits involved",Macroeconomics 1
BAFI1002,"Financial Markets. is a first year course that introduces you to the financial markets environment in which business organisations operate. The course presents an overview of the financial system and its various financial markets, instruments and institutions. You will investigate the nature and role of the main financial markets within the domestic and global environment. Within this framework, the course is practically-based and enables you to critically analyse problems in real-life treasury dealing situations using live data. Students collaborate in small teams during those simulation sessions and report on their treasury dealing activities. Completion of. Macroeconomics 1. (ECON1010/ECON1016/ECON1192) is recommended. Financial Markets. Macroeconomics 1","On successful completion of this course you will be able to: Identify the nature and key components of financial systems domestically and globally to apply in diverse contexts. Identify the nature, role and determinants of the structure and level of interest rates in economics and financial contexts. Demonstrate the basic financial mathematics applied to the pricing of money and capital market instruments. Analyse the characteristics and functions of the main financial intermediaries operating in financial systems in a global context. Assess the operations of the foreign exchange market including the nature and determinants of exchange rates and relevant investment strategies. Explore the main features of equity and derivatives markets from investors’ perspective. Work collaboratively in teams and communicate effectively during group treasury dealing activities. Consolidate the key components that constitute the activity in financial markets and what drives a live dealing room environment. Identify the nature and key components of financial systems domestically and globally to apply in diverse contexts. Identify the nature, role and determinants of the structure and level of interest rates in economics and financial contexts. Demonstrate the basic financial mathematics applied to the pricing of money and capital market instruments. Analyse the characteristics and functions of the main financial intermediaries operating in financial systems in a global context. Assess the operations of the foreign exchange market including the nature and determinants of exchange rates and relevant investment strategies. Explore the main features of equity and derivatives markets from investors’ perspective. Work collaboratively in teams and communicate effectively during group treasury dealing activities. Consolidate the key components that constitute the activity in financial markets and what drives a live dealing room environment",Financial Markets and Institutions
ACCT2033,,"On the successful completion of this course you will be able to: Evaluate the application and social impact of financial accounting concepts, principles, and procedures that govern the recording and reporting of financial information. Apply the principles of double-entry and accrual accounting to generate financial statements. Analyse, interpret and evaluate financial information for economic decision making and its effect on organisations and society. Identify the finance sources of an organisation and impact of financial structure and dividend policy on firm's market value. Apply and critique technology, including the use of accounting software, in recording and reporting business transactions. Identify and explain the use of general purpose financial reports in the context of the financial, social, environmental and regulatory systems. Analyse case studies to identify instances that justify accounting is both a technical and a social practice in a changing and interconnected world. Evaluate the application and social impact of financial accounting concepts, principles, and procedures that govern the recording and reporting of financial information. Apply the principles of double-entry and accrual accounting to generate financial statements. Analyse, interpret and evaluate financial information for economic decision making and its effect on organisations and society. Identify the finance sources of an organisation and impact of financial structure and dividend policy on firm's market value. Apply and critique technology, including the use of accounting software, in recording and reporting business transactions. Identify and explain the use of general purpose financial reports in the context of the financial, social, environmental and regulatory systems. Analyse case studies to identify instances that justify accounting is both a technical and a social practice in a changing and interconnected world",Financial Accounting and Analysis
ACCT1028,"In this course you will further develop your business decision- making skills. This is demonstrated by you making strategic and operational business decisions based on real-world or simulated case studies set under market or industry conditions. You will be required to use a range of business performance evaluation techniques, along with accounting and business reports to undertake strategic planning and operational decision-making. Therefore, you will be learning both the technical and social practice of decision making in the business context. This course includes a Work Integrated Learning experience. You will undertake and be assessed on authentic activities that allow you to learn, apply and demonstrate your professional or vocational practice. This course also provides you with a capstone experience, which will provide you with the opportunity to integrate, critically reflect on and consolidate what you have learnt in your program","This course provides you with the opportunity to develop the following specific capabilities: knowledge and understanding of and skill in practical application of business performance analysis. knowledge and understanding of strategic business planning and skill in making tactical, commercial, operational decisions. knowledge and understanding of and skill in practical application of business performance analysis. knowledge and understanding of strategic business planning and skill in making tactical, commercial, operational decisions. On the successful completion of this course you will be able to: Evaluate, select and design appropriate strategic business options for an organization, in consideration of its industry and market environment. Research, analyse, interpret and use accounting and business information for strategic and tactical organization planning. Flexibly adjust your business strategies and tactics to match changing industry and competitive circumstances. Communicate effectively and justify the rationale for your business decisions. Evaluate, select and design appropriate strategic business options for an organization, in consideration of its industry and market environment. Research, analyse, interpret and use accounting and business information for strategic and tactical organization planning. Flexibly adjust your business strategies and tactics to match changing industry and competitive circumstances. Communicate effectively and justify the rationale for your business decisions",Strategic Accounting and Leadership
ACCT1046,"Accounting is a key aspect of your life. In this course you will gain insights into the meaning and role of accounting and of accountants in the larger context of a changing and interconnected world of people, organisations and the changing planet upon which we live. You will develop an understanding of key ideas or concepts (as depicted in the diagram below) which you will reflect upon and appreciate that these accounting concepts mean more than their technical representations but have a strong influence on organisations and society. The course structure, content and learning activities provide you with an understanding of accounting’s pervasive and transformative role as a social practice and organisational driver. You will learn that environments, ideas and values are part of an interconnected world; that the planet is a key resource; and that people are affected and influenced by the information they receive and the way it is presented","On successful completion of this course you will be able to: Justify why different perspectives of the roles of organisations within society will in turn influence the types of ‘accounts’ we would expect an organisation to produce. Explain the role of accounting in managing a business or organisation; including the concept of 'resources' available for business uptake, and, how ‘costs’ are implicated in the use of such resources. Identify and justify various approaches to measuring the performance of an organisation inclusive of financial performance, social performance, and environmental performance. Interpret and analyse a range of accountability approaches and the implications of financial performance (measured in terms of cash flows; income statement and balance sheet performance) on social and environmental performance. Analyse case studies to identify instances that justify accounting is both a technical and a social practice in a changing and interconnected world. Apply technical skills to analyse big data and provide visualisations to evaluate implications for practice. Justify why different perspectives of the roles of organisations within society will in turn influence the types of ‘accounts’ we would expect an organisation to produce. Explain the role of accounting in managing a business or organisation; including the concept of 'resources' available for business uptake, and, how ‘costs’ are implicated in the use of such resources. Identify and justify various approaches to measuring the performance of an organisation inclusive of financial performance, social performance, and environmental performance. Interpret and analyse a range of accountability approaches and the implications of financial performance (measured in terms of cash flows; income statement and balance sheet performance) on social and environmental performance. Analyse case studies to identify instances that justify accounting is both a technical and a social practice in a changing and interconnected world. Apply technical skills to analyse big data and provide visualisations to evaluate implications for practice",Accounting in Organisations and Society
